PassengerId,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,passenger_group,passenger_number_in_group,total_luxury_amenities,deck,num,side,first name,last name,group_size,HomePlanet,cabin_number_distribution_chunk
1671_01,False,55 Cancri e,27,False,0.0,859.0,0.0,6704.0,64.0,Muonan Mosteraked,False,1671,1,7627.0,B,73,S,Muonan,Mosteraked,1,Europa,chunk1
1672_01,False,TRAPPIST-1e,29,False,7.0,0.0,0.0,797.0,0.0,Elicia Solivers,False,1672,1,804.0,F,318,S,Elicia,Solivers,1,Earth,chunk2
1673_01,False,55 Cancri e,16,False,876.0,0.0,5.0,1.0,16.0,Benny Perrerojass,False,1673,1,898.0,F,330,P,Benny,Perrerojass,1,Earth,chunk2
1674_01,True,PSO J318.5-22,20,False,0.0,0.0,0.0,0.0,0.0,,False,1674,1,0.0,G,260,S,,,1,Earth,chunk1
1676_01,True,TRAPPIST-1e,26,False,0.0,0.0,0.0,0.0,0.0,Pennie Staffersby,False,1676,1,0.0,G,270,P,Pennie,Staffersby,1,Earth,chunk1
1677_01,False,TRAPPIST-1e,19,False,5.0,87.0,0.0,0.0,0.0,Warry Robins,False,1677,1,92.0,E,103,P,Warry,Robins,1,Earth,chunk1
1681_01,False,TRAPPIST-1e,34,False,1.0,89.0,0.0,793.0,0.0,Tonia Englence,False,1681,1,883.0,G,261,S,Tonia,Englence,1,Earth,chunk1
1682_01,True,TRAPPIST-1e,38,False,0.0,0.0,0.0,0.0,0.0,Miten Watte,True,1682,1,0.0,F,331,P,Miten,Watte,1,Mars,chunk2
1685_01,False,55 Cancri e,51,False,0.0,260.0,91.0,0.0,264.0,Sanda Dillestron,False,1685,1,615.0,G,160,P,Sanda,Dillestron,3,Earth,chunk1
1685_02,False,55 Cancri e,7,False,0.0,0.0,0.0,0.0,0.0,Vana Dillestron,False,1685,2,0.0,G,272,P,Vana,Dillestron,3,Earth,chunk1
1685_03,True,TRAPPIST-1e,3,False,0.0,0.0,0.0,0.0,0.0,Camina Dillestron,True,1685,3,0.0,G,272,P,Camina,Dillestron,3,Earth,chunk1
1687_01,False,TRAPPIST-1e,26,True,714.0,450.0,208.0,0.0,44.0,Bases Batte,False,1687,1,1416.0,F,334,P,Bases,Batte,1,Mars,chunk2
1688_01,False,TRAPPIST-1e,27,False,233.0,554.0,0.0,0.0,0.0,Tyle Webstenson,False,1688,1,787.0,E,124,S,Tyle,Webstenson,3,Earth,chunk1
1688_02,True,TRAPPIST-1e,7,False,0.0,0.0,0.0,0.0,0.0,Claura Webstenson,False,1688,2,0.0,G,160,P,Claura,Webstenson,3,Earth,chunk1
1688_03,True,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Line Webstenson,True,1688,3,0.0,G,262,S,Line,Webstenson,3,Earth,chunk1
1690_01,False,TRAPPIST-1e,28,False,0.0,26.0,88.0,5.0,754.0,Heryle Paulllegory,False,1690,1,873.0,F,335,P,Heryle,Paulllegory,1,Earth,chunk2
1691_01,False,TRAPPIST-1e,27,False,3482.0,1234.0,1155.0,0.0,0.0,Sesh Giba,False,1691,1,5871.0,F,321,S,Sesh,Giba,1,Mars,chunk2
1694_01,True,PSO J318.5-22,31,False,0.0,0.0,0.0,0.0,0.0,Iria Chavezalez,True,1694,1,0.0,G,263,S,Iria,Chavezalez,1,Earth,chunk1
1695_01,False,TRAPPIST-1e,26,False,324.0,0.0,201.0,2.0,256.0,Fredy Moraleney,False,1695,1,783.0,G,264,S,Fredy,Moraleney,1,Earth,chunk1
1696_01,False,TRAPPIST-1e,43,False,0.0,760.0,17.0,15331.0,427.0,Alam Iderinelay,False,1696,1,16535.0,B,55,P,Alam,Iderinelay,1,Europa,chunk1
1697_01,False,TRAPPIST-1e,23,False,0.0,13.0,0.0,773.0,0.0,Hollie Blainson,False,1697,1,786.0,G,274,P,Hollie,Blainson,1,Earth,chunk1
1698_01,True,PSO J318.5-22,14,False,0.0,0.0,0.0,0.0,0.0,Cakes Make,True,1698,1,0.0,E,125,S,Cakes,Make,1,Mars,chunk1
1699_01,False,55 Cancri e,47,False,0.0,574.0,0.0,0.0,68.0,Sall Barkeretton,True,1699,1,642.0,F,336,P,Sall,Barkeretton,1,Earth,chunk2
1700_01,True,TRAPPIST-1e,17,False,0.0,0.0,0.0,0.0,0.0,Zavior Waring,True,1700,1,0.0,B,74,S,Zavior,Waring,2,Europa,chunk1
1700_02,False,TRAPPIST-1e,64,False,0.0,4.0,0.0,6200.0,622.0,Solaron Waring,False,1700,2,6826.0,B,74,S,Solaron,Waring,2,Europa,chunk1
1704_01,False,TRAPPIST-1e,13,False,1112.0,0.0,687.0,0.0,3.0,Tors Breke,False,1704,1,1802.0,D,60,S,Tors,Breke,2,Mars,chunk1
1704_02,False,55 Cancri e,18,False,86.0,1164.0,516.0,0.0,0.0,Allota Fincy,True,1704,2,1766.0,D,60,S,Allota,Fincy,2,Mars,chunk1
1705_01,False,TRAPPIST-1e,29,True,0.0,0.0,0.0,0.0,0.0,Barave Chake,False,1705,1,0.0,E,126,S,Barave,Chake,1,Mars,chunk1
1708_01,False,PSO J318.5-22,70,False,0.0,3.0,1.0,2.0,1290.0,Lavey Hopez,False,1708,1,1296.0,F,338,P,Lavey,Hopez,1,Earth,chunk2
1709_01,False,TRAPPIST-1e,23,False,31.0,0.0,1247.0,0.0,47.0,Jurbet Minen,False,1709,1,1325.0,F,326,S,Jurbet,Minen,7,Mars,chunk2
1709_02,False,TRAPPIST-1e,23,False,2210.0,0.0,89.0,0.0,0.0,Bet Minen,True,1709,2,2299.0,D,61,S,Bet,Minen,7,Mars,chunk1
1709_03,False,TRAPPIST-1e,35,False,1313.0,0.0,24.0,0.0,1.0,Bleark Minen,False,1709,3,1338.0,G,160,P,Bleark,Minen,7,Mars,chunk1
1709_04,False,TRAPPIST-1e,17,False,1744.0,0.0,136.0,8.0,8.0,Donut Minen,False,1709,4,1896.0,E,127,S,Donut,Minen,7,Mars,chunk1
1709_05,True,TRAPPIST-1e,26,False,0.0,0.0,0.0,0.0,0.0,Fams Minen,True,1709,5,0.0,F,326,S,Fams,Minen,7,Mars,chunk2
1709_06,False,TRAPPIST-1e,15,False,1554.0,0.0,646.0,20.0,1241.0,Tyog Minen,False,1709,6,3461.0,D,61,S,Tyog,Minen,7,Mars,chunk1
1709_07,False,TRAPPIST-1e,19,False,285.0,54.0,1246.0,102.0,0.0,Cocowl Minen,False,1709,7,1687.0,F,326,S,Cocowl,Minen,7,Mars,chunk2
1710_01,True,PSO J318.5-22,20,False,0.0,0.0,0.0,0.0,0.0,Andrey Mcgowaymond,True,1710,1,0.0,G,276,P,Andrey,Mcgowaymond,1,Earth,chunk1
1711_01,False,TRAPPIST-1e,51,False,437.0,244.0,908.0,825.0,0.0,,False,1711,1,2414.0,F,327,S,,,1,Earth,chunk2
1712_01,False,TRAPPIST-1e,17,False,139.0,0.0,959.0,21.0,0.0,,False,1712,1,1119.0,F,339,P,,,2,Mars,chunk2
1712_02,False,TRAPPIST-1e,27,False,103.0,1.0,49.0,2421.0,24.0,Cinets Pamca,False,1712,2,2598.0,F,339,P,Cinets,Pamca,2,Mars,chunk2
1713_01,False,TRAPPIST-1e,43,False,84.0,726.0,2.0,0.0,0.0,Calvia Dyers,False,1713,1,812.0,G,277,P,Calvia,Dyers,1,Earth,chunk1
1714_01,False,TRAPPIST-1e,5,False,0.0,0.0,0.0,0.0,0.0,Lorian Parsoney,False,1714,1,0.0,G,265,S,Lorian,Parsoney,1,Earth,chunk1
1715_01,True,TRAPPIST-1e,17,False,0.0,0.0,0.0,0.0,0.0,Camily Mirandry,False,1715,1,0.0,G,266,S,Camily,Mirandry,1,Earth,chunk1
1717_01,False,TRAPPIST-1e,40,False,813.0,0.0,473.0,236.0,0.0,Alicey Franankson,True,1717,1,1522.0,E,105,P,Alicey,Franankson,2,Earth,chunk1
1717_02,False,TRAPPIST-1e,38,False,4.0,0.0,0.0,0.0,1679.0,Yola Fielsenders,False,1717,2,1683.0,E,105,P,Yola,Fielsenders,2,Earth,chunk1
1718_01,True,TRAPPIST-1e,20,False,0.0,0.0,0.0,0.0,0.0,Elindy Reyervaney,True,1718,1,0.0,G,160,P,Elindy,Reyervaney,1,Earth,chunk1
1719_01,True,TRAPPIST-1e,13,False,0.0,0.0,0.0,0.0,0.0,Kerryn Savaraldez,False,1719,1,0.0,G,278,P,Kerryn,Savaraldez,1,Earth,chunk1
1721_01,False,TRAPPIST-1e,15,False,320.0,36.0,5.0,0.0,640.0,Frandy Alest,False,1721,1,1001.0,F,341,P,Frandy,Alest,1,Earth,chunk2
1723_01,False,TRAPPIST-1e,15,False,852.0,0.0,0.0,135.0,0.0,Ivaney Holcompson,False,1723,1,987.0,E,128,S,Ivaney,Holcompson,1,Earth,chunk1
1724_01,False,55 Cancri e,59,False,8.0,1563.0,0.0,73.0,31.0,Hekark Diateous,True,1724,1,1675.0,A,21,S,Hekark,Diateous,1,Europa,chunk1
1725_01,False,TRAPPIST-1e,24,False,0.0,201.0,0.0,0.0,603.0,Breney Wheelez,False,1725,1,804.0,F,328,S,Breney,Wheelez,1,Earth,chunk2
1727_01,True,TRAPPIST-1e,27,False,0.0,0.0,0.0,0.0,0.0,Gibil Barte,True,1727,1,0.0,F,342,P,Gibil,Barte,2,Mars,chunk2
1727_02,False,55 Cancri e,52,False,1279.0,0.0,1061.0,359.0,0.0,Emoles Barte,False,1727,2,2699.0,D,54,P,Emoles,Barte,2,Mars,chunk1
1728_01,False,TRAPPIST-1e,38,False,553.0,0.0,0.0,87.0,243.0,Elle Bakerson,False,1728,1,883.0,G,280,P,Elle,Bakerson,1,Earth,chunk1
1729_01,False,TRAPPIST-1e,26,False,21.0,0.0,499.0,568.0,0.0,Billya Merce,True,1729,1,1088.0,F,343,P,Billya,Merce,1,Earth,chunk2
1730_01,False,55 Cancri e,17,False,68.0,0.0,0.0,0.0,795.0,Elson Curton,True,1730,1,863.0,E,106,P,Elson,Curton,1,Earth,chunk1
1731_01,True,PSO J318.5-22,17,False,0.0,0.0,0.0,0.0,0.0,Alfrey Santry,True,1731,1,0.0,G,281,P,Alfrey,Santry,2,Earth,chunk1
1731_02,False,55 Cancri e,20,False,1.0,808.0,0.0,0.0,0.0,Lestie Santry,True,1731,2,809.0,G,281,P,Lestie,Santry,2,Earth,chunk1
1733_01,False,TRAPPIST-1e,15,False,1336.0,108.0,0.0,0.0,0.0,Stevey Chanan,False,1733,1,1444.0,F,344,P,Stevey,Chanan,1,Earth,chunk2
1734_01,True,TRAPPIST-1e,30,False,0.0,0.0,0.0,0.0,0.0,Guadae Patrichane,True,1734,1,0.0,G,283,P,Guadae,Patrichane,1,Earth,chunk1
1736_01,True,PSO J318.5-22,22,False,0.0,0.0,0.0,0.0,0.0,Therry Blancoy,False,1736,1,0.0,G,284,P,Therry,Blancoy,1,Earth,chunk1
1738_01,False,TRAPPIST-1e,18,False,0.0,0.0,19.0,467.0,0.0,Rosey Sawyerson,False,1738,1,486.0,E,129,S,Rosey,Sawyerson,2,Earth,chunk1
1738_02,True,55 Cancri e,22,False,0.0,0.0,0.0,0.0,0.0,Wenny Sawyerson,True,1738,2,0.0,G,268,S,Wenny,Sawyerson,2,Earth,chunk1
1739_01,True,PSO J318.5-22,20,False,0.0,0.0,0.0,0.0,0.0,Wine Jarvey,True,1739,1,0.0,G,269,S,Wine,Jarvey,1,Earth,chunk1
1740_01,False,TRAPPIST-1e,22,False,762.0,13.0,10.0,0.0,0.0,Eillis Torrez,False,1740,1,785.0,G,270,S,Eillis,Torrez,1,Earth,chunk1
1742_01,False,PSO J318.5-22,34,True,49.0,478.0,387.0,0.0,0.0,Anack Trad,False,1742,1,914.0,D,55,P,Anack,Trad,1,Mars,chunk1
1745_01,False,TRAPPIST-1e,28,False,0.0,1310.0,0.0,221.0,6064.0,,False,1745,1,7595.0,E,130,S,,,1,Europa,chunk1
1746_01,True,TRAPPIST-1e,50,False,0.0,0.0,0.0,0.0,0.0,Clers Bache,True,1746,1,0.0,F,331,S,Clers,Bache,1,Mars,chunk2
1747_01,False,55 Cancri e,19,False,0.0,0.0,496.0,13.0,0.0,Line Santantines,True,1747,1,509.0,G,271,S,Line,Santantines,1,Earth,chunk1
1748_01,False,TRAPPIST-1e,21,False,0.0,0.0,0.0,2.0,807.0,Jeresa Burchrison,False,1748,1,809.0,G,287,P,Jeresa,Burchrison,3,Earth,chunk1
1748_02,False,TRAPPIST-1e,0,False,0.0,0.0,0.0,0.0,0.0,Erice Burchrison,False,1748,2,0.0,G,287,P,Erice,Burchrison,3,Earth,chunk1
1748_03,False,TRAPPIST-1e,4,False,0.0,0.0,0.0,0.0,0.0,Keithy Burchrison,True,1748,3,0.0,G,287,P,Keithy,Burchrison,3,Earth,chunk1
1749_01,True,PSO J318.5-22,59,False,0.0,0.0,0.0,0.0,0.0,Monald Coley,False,1749,1,0.0,G,288,P,Monald,Coley,1,Earth,chunk1
1752_01,False,55 Cancri e,15,False,1006.0,1.0,0.0,0.0,308.0,Dell Chavezalez,True,1752,1,1315.0,F,333,S,Dell,Chavezalez,1,Earth,chunk2
1753_01,True,TRAPPIST-1e,24,False,0.0,0.0,0.0,0.0,0.0,Amela Moodson,True,1753,1,0.0,G,272,S,Amela,Moodson,1,Earth,chunk1
1755_01,True,TRAPPIST-1e,26,False,0.0,0.0,0.0,0.0,0.0,Leneva Mulley,False,1755,1,0.0,G,273,S,Leneva,Mulley,1,Earth,chunk1
1757_01,False,TRAPPIST-1e,67,False,26.0,809.0,0.0,39.0,26.0,Juline Bradamss,False,1757,1,900.0,F,334,S,Juline,Bradamss,1,Earth,chunk2
1758_01,False,TRAPPIST-1e,55,False,587.0,0.0,0.0,318.0,3.0,Maril Fielsenders,False,1758,1,908.0,G,274,S,Maril,Fielsenders,1,Earth,chunk1
1760_01,False,TRAPPIST-1e,50,False,742.0,21.0,10.0,26.0,4.0,Elicey Cardsay,False,1760,1,803.0,F,336,S,Elicey,Cardsay,1,Earth,chunk2
1761_01,False,55 Cancri e,23,False,145.0,490.0,17.0,49.0,1.0,Ine Sweekstarks,False,1761,1,702.0,F,347,P,Ine,Sweekstarks,1,Earth,chunk2
1762_01,False,PSO J318.5-22,21,False,2400.0,7.0,0.0,20.0,0.0,Sylvin Casez,True,1762,1,2427.0,E,132,S,Sylvin,Casez,2,Earth,chunk1
1762_02,False,TRAPPIST-1e,15,False,104.0,0.0,0.0,174.0,253.0,Thery Casez,False,1762,2,531.0,G,275,S,Thery,Casez,2,Earth,chunk1
1763_01,False,TRAPPIST-1e,41,False,0.0,3240.0,0.0,59.0,0.0,Diskeon Stering,True,1763,1,3299.0,E,133,S,Diskeon,Stering,1,Europa,chunk1
1764_01,True,TRAPPIST-1e,59,False,0.0,0.0,0.0,0.0,0.0,Gies Laai,True,1764,1,0.0,F,337,S,Gies,Laai,2,Mars,chunk2
1764_02,False,TRAPPIST-1e,18,False,0.0,0.0,0.0,0.0,0.0,Cin Laai,False,1764,2,0.0,E,134,S,Cin,Laai,2,Mars,chunk1
1766_01,False,55 Cancri e,21,False,112.0,0.0,0.0,0.0,1333.0,Ronne Adavisons,False,1766,1,1445.0,F,338,S,Ronne,Adavisons,1,Earth,chunk2
1767_01,True,55 Cancri e,14,False,0.0,0.0,0.0,0.0,0.0,Hekaron Gleroling,True,1767,1,0.0,C,65,S,Hekaron,Gleroling,4,Europa,chunk1
1767_02,False,TRAPPIST-1e,50,False,3677.0,782.0,0.0,6.0,1168.0,Decruxa Stewder,True,1767,2,5633.0,C,65,S,Decruxa,Stewder,4,Europa,chunk1
1767_03,False,TRAPPIST-1e,32,False,2973.0,3368.0,124.0,57.0,42.0,Coxatik Gleroling,True,1767,3,6564.0,C,65,S,Coxatik,Gleroling,4,Europa,chunk1
1767_04,True,TRAPPIST-1e,46,False,0.0,0.0,0.0,0.0,0.0,Coxah Gleroling,True,1767,4,0.0,C,65,S,Coxah,Gleroling,4,Europa,chunk1
1768_01,False,TRAPPIST-1e,27,False,0.0,24.0,0.0,732.0,0.0,Artis Beckeey,False,1768,1,756.0,G,276,S,Artis,Beckeey,1,Earth,chunk1
1769_01,True,TRAPPIST-1e,58,False,0.0,0.0,0.0,0.0,0.0,Choney Sinda,True,1769,1,0.0,F,339,S,Choney,Sinda,1,Mars,chunk2
1770_01,True,55 Cancri e,15,False,0.0,0.0,0.0,0.0,0.0,Tauxon Wincer,True,1770,1,0.0,B,75,S,Tauxon,Wincer,1,Europa,chunk1
1771_01,False,TRAPPIST-1e,35,False,0.0,338.0,436.0,0.0,0.0,Antone Cardner,True,1771,1,774.0,G,291,P,Antone,Cardner,1,Earth,chunk1
1772_01,False,TRAPPIST-1e,30,False,1220.0,0.0,49.0,39.0,0.0,Cheats Butty,False,1772,1,1308.0,F,348,P,Cheats,Butty,1,Mars,chunk2
1774_01,True,TRAPPIST-1e,30,False,0.0,0.0,0.0,0.0,0.0,Anakes Canie,True,1774,1,0.0,E,135,S,Anakes,Canie,1,Mars,chunk1
1775_01,False,TRAPPIST-1e,43,False,0.0,0.0,870.0,0.0,14.0,Murie Mejiaddox,True,1775,1,884.0,G,277,S,Murie,Mejiaddox,1,Earth,chunk1
1776_01,False,TRAPPIST-1e,21,False,0.0,0.0,809.0,0.0,0.0,Lynnon Wolffy,False,1776,1,809.0,G,278,S,Lynnon,Wolffy,1,Earth,chunk1
1778_01,True,PSO J318.5-22,15,False,0.0,0.0,0.0,0.0,0.0,Stanya Adkinson,False,1778,1,0.0,G,279,S,Stanya,Adkinson,1,Earth,chunk1
1779_01,False,55 Cancri e,37,False,164.0,603.0,0.0,0.0,11.0,Evan Hermanapp,True,1779,1,778.0,F,349,P,Evan,Hermanapp,1,Earth,chunk2
1781_01,False,55 Cancri e,28,False,0.0,11026.0,0.0,0.0,12.0,Alballa Brailidy,True,1781,1,11038.0,C,66,S,Alballa,Brailidy,1,Europa,chunk1
1782_01,True,TRAPPIST-1e,28,False,0.0,0.0,0.0,0.0,0.0,Stald Moodson,False,1782,1,0.0,G,160,P,Stald,Moodson,2,Earth,chunk1
1782_02,False,TRAPPIST-1e,40,False,596.0,0.0,135.0,73.0,0.0,Carold Moodson,False,1782,2,804.0,F,341,S,Carold,Moodson,2,Earth,chunk2
1783_01,False,55 Cancri e,42,False,28.0,0.0,0.0,0.0,591.0,Carma Garnettiz,False,1783,1,619.0,G,281,S,Carma,Garnettiz,2,Earth,chunk1
1783_02,True,PSO J318.5-22,21,False,0.0,0.0,0.0,0.0,0.0,Francy Garnettiz,False,1783,2,0.0,G,281,S,Francy,Garnettiz,2,Earth,chunk1
1785_01,True,55 Cancri e,31,False,0.0,0.0,0.0,0.0,0.0,Miten Kniva,False,1785,1,0.0,E,107,P,Miten,Kniva,1,Mars,chunk1
1786_01,False,TRAPPIST-1e,51,False,28.0,94.0,0.0,34.0,638.0,Violey Jacostaney,False,1786,1,794.0,F,342,S,Violey,Jacostaney,1,Earth,chunk2
1792_01,False,TRAPPIST-1e,73,False,27.0,2.0,71.0,1208.0,0.0,Duckes Brazo,False,1792,1,1308.0,F,352,P,Duckes,Brazo,1,Mars,chunk2
1796_01,True,TRAPPIST-1e,26,False,0.0,0.0,0.0,0.0,0.0,Alcyon Hariourcal,True,1796,1,0.0,C,67,S,Alcyon,Hariourcal,1,Europa,chunk1
1797_01,True,55 Cancri e,33,False,0.0,0.0,0.0,0.0,0.0,Dhenar Blanspe,True,1797,1,0.0,B,57,P,Dhenar,Blanspe,1,Europa,chunk1
1798_01,False,TRAPPIST-1e,39,False,1.0,275.0,33.0,376.0,105.0,Bel Mcfarley,False,1798,1,790.0,E,137,S,Bel,Mcfarley,1,Earth,chunk1
1799_01,False,TRAPPIST-1e,19,False,5.0,639.0,0.0,84.0,180.0,Shalle Leonaldez,False,1799,1,908.0,G,295,P,Shalle,Leonaldez,1,Earth,chunk1
1800_01,False,55 Cancri e,12,False,0.0,0.0,0.0,0.0,0.0,Jarena Goffey,True,1800,1,0.0,G,283,S,Jarena,Goffey,5,Earth,chunk1
1800_02,True,55 Cancri e,10,False,0.0,0.0,0.0,0.0,0.0,Nelle Goffey,False,1800,2,0.0,G,283,S,Nelle,Goffey,5,Earth,chunk1
1800_03,True,TRAPPIST-1e,0,False,0.0,0.0,0.0,0.0,0.0,Vick Goffey,False,1800,3,0.0,G,283,S,Vick,Goffey,5,Earth,chunk1
1800_04,False,TRAPPIST-1e,0,False,0.0,0.0,0.0,0.0,0.0,Annah Morsentley,True,1800,4,0.0,G,283,S,Annah,Morsentley,5,Earth,chunk1
1800_05,True,TRAPPIST-1e,1,False,0.0,0.0,0.0,0.0,0.0,Wandy Goffey,True,1800,5,0.0,G,283,S,Wandy,Goffey,5,Earth,chunk1
1802_01,False,TRAPPIST-1e,33,False,0.0,0.0,2.0,787.0,1.0,Alley Brantuarez,False,1802,1,790.0,E,109,P,Alley,Brantuarez,1,Earth,chunk1
1803_01,False,55 Cancri e,23,False,0.0,169.0,0.0,553.0,0.0,Nelsie Puckley,False,1803,1,722.0,F,354,P,Nelsie,Puckley,1,Earth,chunk2
1804_01,True,TRAPPIST-1e,5,False,0.0,0.0,0.0,0.0,0.0,Minies Curle,True,1804,1,0.0,F,355,P,Minies,Curle,1,Mars,chunk2
1805_01,True,TRAPPIST-1e,24,False,0.0,0.0,0.0,0.0,0.0,Doryn Bradlerson,True,1805,1,0.0,G,284,S,Doryn,Bradlerson,1,Earth,chunk1
1806_01,False,TRAPPIST-1e,26,False,0.0,0.0,0.0,0.0,0.0,Goos Hotte,False,1806,1,0.0,E,138,S,Goos,Hotte,1,Mars,chunk1
1807_01,False,55 Cancri e,30,False,0.0,3722.0,4.0,140.0,4045.0,Ainor Ingetrody,False,1807,1,7911.0,B,58,P,Ainor,Ingetrody,1,Europa,chunk1
1808_01,False,TRAPPIST-1e,33,False,0.0,763.0,8.0,2.0,30.0,Rician Pollarkeeks,False,1808,1,803.0,F,346,S,Rician,Pollarkeeks,1,Earth,chunk2
1810_01,False,TRAPPIST-1e,56,False,4694.0,0.0,2661.0,51.0,0.0,Whee Ruité,False,1810,1,7406.0,F,356,P,Whee,Ruité,1,Mars,chunk2
1811_01,True,PSO J318.5-22,25,False,0.0,0.0,0.0,0.0,0.0,Gerry Georgasey,True,1811,1,0.0,G,285,S,Gerry,Georgasey,2,Earth,chunk1
1811_02,False,TRAPPIST-1e,27,False,928.0,20.0,0.0,0.0,0.0,Gerek Georgasey,False,1811,2,948.0,F,347,S,Gerek,Georgasey,2,Earth,chunk2
1812_01,False,TRAPPIST-1e,25,False,9.0,852.0,73.0,12.0,57.0,Agnesa Hickson,True,1812,1,1003.0,F,357,P,Agnesa,Hickson,1,Earth,chunk2
1813_01,False,55 Cancri e,18,False,0.0,0.0,454.0,0.0,263.0,Allara Cainghannon,False,1813,1,717.0,F,358,P,Allara,Cainghannon,1,Earth,chunk2
1816_01,False,TRAPPIST-1e,60,True,1891.0,640.0,0.0,360.0,52.0,Naosura Dicomeng,True,1816,1,2943.0,C,68,S,Naosura,Dicomeng,2,Europa,chunk1
1816_02,False,TRAPPIST-1e,41,False,0.0,2334.0,1.0,6.0,23.0,Shail Tertchty,True,1816,2,2364.0,C,68,S,Shail,Tertchty,2,Europa,chunk1
1817_01,False,PSO J318.5-22,16,False,112.0,0.0,38.0,77.0,443.0,Marky Lanks,False,1817,1,670.0,F,349,S,Marky,Lanks,1,Earth,chunk2
1818_01,True,TRAPPIST-1e,17,False,0.0,0.0,0.0,0.0,0.0,Felia Portananney,True,1818,1,0.0,G,297,P,Felia,Portananney,1,Earth,chunk1
1821_01,False,TRAPPIST-1e,26,False,0.0,4.0,361.0,0.0,19.0,Ronna Cohendright,False,1821,1,384.0,G,298,P,Ronna,Cohendright,1,Earth,chunk1
1822_01,False,TRAPPIST-1e,31,False,2.0,811.0,0.0,0.0,0.0,Charly Mirez,True,1822,1,813.0,G,299,P,Charly,Mirez,1,Earth,chunk1
1823_01,False,TRAPPIST-1e,67,False,143.0,68.0,496.0,182.0,9.0,Loree Byerson,True,1823,1,898.0,G,160,P,Loree,Byerson,1,Earth,chunk1
1826_01,False,55 Cancri e,16,False,0.0,231.0,569.0,2.0,0.0,Mollen Lewintos,False,1826,1,802.0,F,351,S,Mollen,Lewintos,1,Earth,chunk2
1827_01,False,55 Cancri e,24,False,0.0,94.0,1.0,56.0,427.0,Chrisa Norrison,False,1827,1,578.0,F,352,S,Chrisa,Norrison,1,Earth,chunk2
1828_01,False,TRAPPIST-1e,19,False,0.0,1333.0,3.0,624.0,254.0,Thelix Hultz,True,1828,1,2214.0,F,361,P,Thelix,Hultz,1,Earth,chunk2
1829_01,False,55 Cancri e,48,False,0.0,3578.0,80.0,123.0,0.0,,True,1829,1,3781.0,D,56,P,,,6,Europa,chunk1
1829_02,False,TRAPPIST-1e,30,False,1.0,6398.0,0.0,2.0,295.0,Propsh Clumshangs,True,1829,2,6696.0,D,56,P,Propsh,Clumshangs,6,Europa,chunk1
1829_03,False,TRAPPIST-1e,22,False,0.0,8882.0,21.0,2204.0,19.0,Luxion Clumshangs,True,1829,3,11126.0,D,56,P,Luxion,Clumshangs,6,Europa,chunk1
1829_04,False,TRAPPIST-1e,28,True,0.0,4424.0,3.0,207.0,1572.0,Hadiram Gloother,True,1829,4,6206.0,D,56,P,Hadiram,Gloother,6,Europa,chunk1
1829_05,True,55 Cancri e,23,False,0.0,0.0,0.0,0.0,0.0,Atrinon Persed,True,1829,5,0.0,D,56,P,Atrinon,Persed,6,Europa,chunk1
1829_06,False,TRAPPIST-1e,29,False,0.0,699.0,0.0,0.0,1955.0,Ankark Persed,False,1829,6,2654.0,D,56,P,Ankark,Persed,6,Europa,chunk1
1831_01,True,TRAPPIST-1e,22,False,0.0,0.0,0.0,0.0,0.0,Almary Gordanieves,False,1831,1,0.0,G,288,S,Almary,Gordanieves,1,Earth,chunk1
1833_01,False,55 Cancri e,48,False,140.0,127.0,0.0,4102.0,521.0,Mirark Scoudelle,False,1833,1,4890.0,C,61,P,Mirark,Scoudelle,1,Europa,chunk1
1834_01,False,TRAPPIST-1e,26,False,17.0,0.0,1582.0,0.0,0.0,,True,1834,1,1599.0,F,354,S,,,1,Mars,chunk2
1836_01,False,TRAPPIST-1e,23,False,1639.0,1218.0,0.0,1.0,0.0,Ronne Meleon,True,1836,1,2858.0,F,362,P,Ronne,Meleon,1,Earth,chunk2
1841_01,False,TRAPPIST-1e,55,False,1104.0,0.0,0.0,0.0,0.0,Ivaney Flynney,False,1841,1,1104.0,F,365,P,Ivaney,Flynney,1,Earth,chunk2
1843_01,False,TRAPPIST-1e,46,False,2249.0,153.0,137.0,0.0,194.0,Saxinon Unaasor,False,1843,1,2733.0,E,112,P,Saxinon,Unaasor,1,Europa,chunk1
1844_01,False,PSO J318.5-22,38,False,0.0,0.0,0.0,0.0,1381.0,Andan Stannondez,False,1844,1,1381.0,F,355,S,Andan,Stannondez,3,Earth,chunk2
1844_02,True,TRAPPIST-1e,2,False,0.0,0.0,0.0,0.0,0.0,Garley Stannondez,True,1844,2,0.0,G,289,S,Garley,Stannondez,3,Earth,chunk1
1844_03,True,TRAPPIST-1e,3,False,0.0,0.0,0.0,0.0,0.0,Winia Stannondez,True,1844,3,0.0,G,289,S,Winia,Stannondez,3,Earth,chunk1
1846_01,False,TRAPPIST-1e,20,False,0.0,0.0,0.0,788.0,16.0,Elicia Mejiamsey,False,1846,1,804.0,F,366,P,Elicia,Mejiamsey,1,Earth,chunk2
1847_01,False,TRAPPIST-1e,65,False,5.0,317.0,0.0,0.0,123.0,Jaimez Tuckers,False,1847,1,445.0,G,290,S,Jaimez,Tuckers,1,Earth,chunk1
