,PassengerId,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,passenger_group,passenger_number_in_group,total_luxury_amenities,deck,num,side,first name,last name,HomePlanet
789,0828_01,False,F/159/S,TRAPPIST-1e,42,False,0.0,0.0,0.0,0.0,0.0,Juliey Santry,False,828,1,867.0,F,159,S,Juliey,Santry,Earth
790,0828_02,False,F/159/S,TRAPPIST-1e,41,False,0.0,0.0,0.0,0.0,0.0,Rosey Santry,True,828,2,359.0,F,159,S,Rosey,Santry,Earth
791,0829_01,False,F/170/P,PSO J318.5-22,21,False,0.0,0.0,0.0,0.0,0.0,Myrace Carverson,True,829,1,2712.0,F,170,P,Myrace,Carverson,Earth
792,0830_01,False,F/171/P,TRAPPIST-1e,31,False,0.0,0.0,0.0,0.0,0.0,Eilan Hinesh,True,830,1,814.0,F,171,P,Eilan,Hinesh,Earth
793,0833_01,True,G/734/S,55 Cancri e,36,False,0.0,0.0,0.0,0.0,0.0,Tarmus Poicaptic,True,833,1,0.0,G,734,S,Tarmus,Poicaptic,Europa
794,0834_01,False,F/173/P,TRAPPIST-1e,31,False,0.0,0.0,0.0,0.0,0.0,Garry Pacerty,False,834,1,865.0,F,173,P,Garry,Pacerty,Earth
795,0835_01,False,G/124/S,55 Cancri e,14,False,0.0,0.0,0.0,0.0,0.0,Briane Frazie,False,835,1,676.0,G,124,S,Briane,Frazie,Earth
796,0836_01,False,F/160/S,PSO J318.5-22,32,True,0.0,0.0,0.0,0.0,0.0,Set Butte,False,836,1,1266.0,F,160,S,Set,Butte,Mars
797,0839_01,False,B/30/S,TRAPPIST-1e,32,False,0.0,0.0,0.0,0.0,0.0,Grumak Pokerheed,False,839,1,5331.0,B,30,S,Grumak,Pokerheed,Europa
798,0840_01,False,G/123/P,TRAPPIST-1e,27,False,0.0,0.0,0.0,0.0,0.0,Ebonyd Braymon,False,840,1,1776.0,G,123,P,Ebonyd,Braymon,Earth
799,0845_01,False,B/31/S,55 Cancri e,57,False,0.0,0.0,0.0,0.0,0.0,Achbah Fueling,False,845,1,7173.0,B,31,S,Achbah,Fueling,Europa
800,0846_01,True,G/125/S,TRAPPIST-1e,13,False,0.0,0.0,0.0,0.0,0.0,Tera Simstravery,False,846,1,0.0,G,125,S,Tera,Simstravery,Earth
801,0848_01,True,F/175/P,TRAPPIST-1e,30,False,0.0,0.0,0.0,0.0,0.0,Sts Raca,True,848,1,0.0,F,175,P,Sts,Raca,Mars
802,0848_02,True,F/175/P,TRAPPIST-1e,14,False,0.0,0.0,0.0,0.0,0.0,Monam Raca,True,848,2,0.0,F,175,P,Monam,Raca,Mars
803,0849_01,False,B/32/S,TRAPPIST-1e,27,False,0.0,0.0,0.0,0.0,0.0,Cellum Oidederval,True,849,1,0.0,B,32,S,Cellum,Oidederval,Europa
804,0849_02,True,B/32/S,55 Cancri e,32,False,0.0,0.0,0.0,0.0,0.0,Tareson Oidederval,True,849,2,0.0,B,32,S,Tareson,Oidederval,Europa
805,0850_01,True,E/62/S,TRAPPIST-1e,54,False,0.0,0.0,0.0,0.0,0.0,Koops Nan,True,850,1,0.0,E,62,S,Koops,Nan,Mars
806,0851_01,False,F/176/P,55 Cancri e,23,False,0.0,0.0,0.0,0.0,0.0,Iandy Sarios,False,851,1,627.0,F,176,P,Iandy,Sarios,Earth
807,0853_01,True,A/9/S,55 Cancri e,38,False,0.0,0.0,0.0,0.0,0.0,Hamelik Ageurante,True,853,1,0.0,A,9,S,Hamelik,Ageurante,Europa
808,0859_01,True,G/127/S,TRAPPIST-1e,32,False,0.0,0.0,0.0,0.0,0.0,Eleaha Lambles,True,859,1,0.0,G,127,S,Eleaha,Lambles,Earth
809,0860_01,False,E/48/P,TRAPPIST-1e,24,False,0.0,0.0,0.0,0.0,0.0,,False,860,1,788.0,E,48,P,,,Earth
810,0863_01,True,G/129/S,TRAPPIST-1e,36,False,0.0,0.0,0.0,0.0,0.0,Jone Walkerez,False,863,1,0.0,G,129,S,Jone,Walkerez,Earth
811,0863_02,False,G/129/S,TRAPPIST-1e,11,False,0.0,0.0,0.0,0.0,0.0,Lynez Walkerez,False,863,2,0.0,G,129,S,Lynez,Walkerez,Earth
812,0863_03,True,G/129/S,TRAPPIST-1e,6,False,0.0,0.0,0.0,0.0,0.0,Rald Walkerez,False,863,3,0.0,G,129,S,Rald,Walkerez,Earth
813,0865_01,True,B/35/S,55 Cancri e,36,False,0.0,0.0,0.0,0.0,0.0,,True,865,1,0.0,B,35,S,,,Europa
814,0865_02,True,B/35/S,55 Cancri e,22,False,0.0,0.0,0.0,0.0,0.0,Neutria Sandul,True,865,2,0.0,B,35,S,Neutria,Sandul,Europa
815,0867_01,False,F/163/S,TRAPPIST-1e,27,False,0.0,0.0,0.0,0.0,0.0,Ernice Stephendsey,False,867,1,872.0,F,163,S,Ernice,Stephendsey,Earth
816,0868_01,True,G/130/S,TRAPPIST-1e,37,False,0.0,0.0,0.0,0.0,0.0,Ianya Peckers,True,868,1,0.0,G,130,S,Ianya,Peckers,Earth
817,0869_01,False,F/164/S,TRAPPIST-1e,55,False,0.0,0.0,0.0,0.0,0.0,Hilley Sweene,False,869,1,724.0,F,164,S,Hilley,Sweene,Earth
818,0870_01,False,G/126/P,PSO J318.5-22,27,False,0.0,0.0,0.0,0.0,0.0,Dessie Maynardner,False,870,1,677.0,G,126,P,Dessie,Maynardner,Earth
819,0871_01,False,A/10/S,TRAPPIST-1e,20,False,0.0,0.0,0.0,0.0,0.0,Polar Geneltic,True,871,1,5033.0,A,10,S,Polar,Geneltic,Europa
820,0873_01,False,F/180/P,TRAPPIST-1e,16,False,0.0,0.0,0.0,0.0,0.0,Garyan Franton,False,873,1,2653.0,F,180,P,Garyan,Franton,Earth
821,0874_01,False,F/165/S,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Breney Briggston,False,874,1,702.0,F,165,S,Breney,Briggston,Earth
822,0875_01,False,G/131/S,TRAPPIST-1e,38,False,0.0,0.0,0.0,0.0,0.0,,False,875,1,0.0,G,131,S,,,Earth
823,0876_01,False,F/166/S,TRAPPIST-1e,35,False,0.0,0.0,0.0,0.0,0.0,Teryla Leodger,False,876,1,747.0,F,166,S,Teryla,Leodger,Earth
824,0877_01,True,C/30/P,55 Cancri e,33,False,0.0,0.0,0.0,0.0,0.0,Hallus Covetive,True,877,1,0.0,C,30,P,Hallus,Covetive,Europa
825,0878_01,False,D/31/S,PSO J318.5-22,37,True,0.0,0.0,0.0,0.0,0.0,Sceres Bancy,False,878,1,831.0,D,31,S,Sceres,Bancy,Mars
826,0879_01,False,G/734/S,TRAPPIST-1e,46,False,0.0,0.0,0.0,0.0,0.0,Therta Lanks,False,879,1,788.0,G,734,S,Therta,Lanks,Earth
827,0881_01,False,D/32/S,TRAPPIST-1e,41,False,0.0,0.0,0.0,0.0,0.0,Gollux Reedall,False,881,1,3163.0,D,32,S,Gollux,Reedall,Europa
828,0883_01,False,G/127/P,TRAPPIST-1e,13,False,0.0,0.0,0.0,0.0,0.0,Elson Malliamsey,False,883,1,908.0,G,127,P,Elson,Malliamsey,Earth
829,0885_01,True,G/133/S,TRAPPIST-1e,31,False,0.0,0.0,0.0,0.0,0.0,Chelsa Pittson,False,885,1,0.0,G,133,S,Chelsa,Pittson,Earth
830,0885_02,True,G/133/S,55 Cancri e,52,False,0.0,0.0,0.0,0.0,0.0,Velyne Pittson,True,885,2,0.0,G,133,S,Velyne,Pittson,Earth
831,0889_01,False,C/32/P,TRAPPIST-1e,48,False,0.0,0.0,0.0,0.0,0.0,Marfak Polksy,False,889,1,0.0,C,32,P,Marfak,Polksy,Europa
832,0889_02,False,C/32/P,55 Cancri e,27,False,0.0,0.0,0.0,0.0,0.0,Izaron Polksy,True,889,2,12867.0,C,32,P,Izaron,Polksy,Europa
833,0890_01,False,F/184/P,TRAPPIST-1e,16,False,0.0,0.0,0.0,0.0,0.0,,False,890,1,519.0,F,184,P,,,Mars
834,0893_01,True,G/129/P,55 Cancri e,32,False,0.0,0.0,0.0,0.0,0.0,Rica Barris,True,893,1,0.0,G,129,P,Rica,Barris,Earth
835,0898_01,True,G/134/S,TRAPPIST-1e,25,False,0.0,0.0,0.0,0.0,0.0,Jilla Alldson,False,898,1,0.0,G,134,S,Jilla,Alldson,Earth
836,0899_01,False,F/187/P,TRAPPIST-1e,26,False,0.0,0.0,0.0,0.0,0.0,Evane Warrishales,True,899,1,717.0,F,187,P,Evane,Warrishales,Earth
837,0899_02,True,G/130/P,TRAPPIST-1e,44,False,0.0,0.0,0.0,0.0,0.0,Allene Warrishales,False,899,2,0.0,G,130,P,Allene,Warrishales,Earth
838,0901_01,False,F/167/S,TRAPPIST-1e,32,False,0.0,0.0,0.0,0.0,0.0,Grake Porki,True,901,1,2599.0,F,167,S,Grake,Porki,Mars
839,0902_01,False,F/188/P,TRAPPIST-1e,18,False,0.0,0.0,0.0,0.0,0.0,Duana Jacostaney,True,902,1,737.0,F,188,P,Duana,Jacostaney,Earth
840,0903_01,True,G/135/S,55 Cancri e,23,False,0.0,0.0,0.0,0.0,0.0,Nelley Rushorney,False,903,1,0.0,G,135,S,Nelley,Rushorney,Earth
841,0904_01,False,C/33/P,TRAPPIST-1e,44,False,0.0,0.0,0.0,0.0,0.0,Wein Alcemblery,False,904,1,3983.0,C,33,P,Wein,Alcemblery,Europa
842,0905_01,False,D/38/P,PSO J318.5-22,29,False,0.0,0.0,0.0,0.0,0.0,Gicks Kin,False,905,1,879.0,D,38,P,Gicks,Kin,Mars
843,0906_01,False,F/168/S,55 Cancri e,19,False,0.0,0.0,0.0,0.0,0.0,Gwenda Hinetthews,True,906,1,857.0,F,168,S,Gwenda,Hinetthews,Earth
844,0907_01,False,B/34/P,55 Cancri e,41,False,0.0,0.0,0.0,0.0,0.0,Achah Cassiding,False,907,1,14811.0,B,34,P,Achah,Cassiding,Europa
845,0907_02,False,B/34/P,TRAPPIST-1e,28,False,0.0,0.0,0.0,0.0,0.0,Marinon Cassiding,False,907,2,2515.0,B,34,P,Marinon,Cassiding,Europa
846,0910_01,True,G/137/S,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Violey Burryerson,True,910,1,0.0,G,137,S,Violey,Burryerson,Earth
847,0911_01,False,F/189/P,TRAPPIST-1e,32,True,0.0,0.0,0.0,0.0,0.0,Angars Blate,False,911,1,2632.0,F,189,P,Angars,Blate,Mars
848,0911_02,False,F/189/P,TRAPPIST-1e,74,False,0.0,0.0,0.0,0.0,0.0,Froops Blate,True,911,2,1427.0,F,189,P,Froops,Blate,Mars
849,0912_01,False,B/37/S,TRAPPIST-1e,31,False,0.0,0.0,0.0,0.0,0.0,Dyonon Imprank,True,912,1,8280.0,B,37,S,Dyonon,Imprank,Europa
850,0913_01,False,E/51/P,55 Cancri e,38,False,0.0,0.0,0.0,0.0,0.0,Shail Parymider,False,913,1,6113.0,E,51,P,Shail,Parymider,Europa
851,0915_01,False,G/138/S,TRAPPIST-1e,20,False,0.0,0.0,0.0,0.0,0.0,Jerrye Leodger,False,915,1,704.0,G,138,S,Jerrye,Leodger,Earth
852,0918_01,False,E/66/S,TRAPPIST-1e,24,False,0.0,0.0,0.0,0.0,0.0,Caseye Fuenterson,False,918,1,1602.0,E,66,S,Caseye,Fuenterson,Earth
853,0919_01,False,F/190/P,PSO J318.5-22,26,False,0.0,0.0,0.0,0.0,0.0,Hery Kimons,False,919,1,1370.0,F,190,P,Hery,Kimons,Earth
854,0921_01,True,G/139/S,PSO J318.5-22,44,False,0.0,0.0,0.0,0.0,0.0,Gracy Vinston,False,921,1,0.0,G,139,S,Gracy,Vinston,Earth
855,0922_01,True,B/35/P,55 Cancri e,33,False,0.0,0.0,0.0,0.0,0.0,Shaiam Obedaming,True,922,1,0.0,B,35,P,Shaiam,Obedaming,Europa
856,0922_02,False,B/35/P,55 Cancri e,31,False,0.0,0.0,0.0,0.0,0.0,Achyon Obedaming,False,922,2,2490.0,B,35,P,Achyon,Obedaming,Europa
857,0923_01,False,C/38/S,55 Cancri e,27,False,0.0,0.0,0.0,0.0,0.0,Hadaron Stiviorad,True,923,1,10235.0,C,38,S,Hadaron,Stiviorad,Europa
858,0923_02,True,B/38/S,TRAPPIST-1e,22,False,0.0,0.0,0.0,0.0,0.0,Alpha Stiviorad,True,923,2,0.0,B,38,S,Alpha,Stiviorad,Europa
859,0924_01,False,E/67/S,TRAPPIST-1e,33,False,0.0,0.0,0.0,0.0,0.0,Jona Chaellerty,False,924,1,997.0,E,67,S,Jona,Chaellerty,Earth
860,0925_01,False,F/191/P,TRAPPIST-1e,34,False,0.0,0.0,0.0,0.0,0.0,Skix Kraie,False,925,1,2005.0,F,191,P,Skix,Kraie,Mars
861,0925_02,True,F/191/P,TRAPPIST-1e,11,False,0.0,0.0,0.0,0.0,0.0,Varkes Kraie,True,925,2,0.0,F,191,P,Varkes,Kraie,Mars
862,0925_03,True,F/191/P,TRAPPIST-1e,41,False,0.0,0.0,0.0,0.0,0.0,Almone Kraie,True,925,3,0.0,F,191,P,Almone,Kraie,Mars
863,0926_01,False,B/39/S,55 Cancri e,30,False,0.0,0.0,0.0,0.0,0.0,Minchib Asticit,True,926,1,8524.0,B,39,S,Minchib,Asticit,Europa
864,0926_02,False,B/39/S,TRAPPIST-1e,30,False,0.0,0.0,0.0,0.0,0.0,Alkeson Asticit,False,926,2,3836.0,B,39,S,Alkeson,Asticit,Europa
865,0927_01,False,G/140/S,TRAPPIST-1e,25,False,0.0,0.0,0.0,0.0,0.0,Emmax Avisnydes,False,927,1,764.0,G,140,S,Emmax,Avisnydes,Earth
866,0928_01,True,G/133/P,PSO J318.5-22,31,False,0.0,0.0,0.0,0.0,0.0,Elene Ryanglasey,True,928,1,0.0,G,133,P,Elene,Ryanglasey,Earth
867,0930_01,False,F/192/P,TRAPPIST-1e,38,False,0.0,0.0,0.0,0.0,0.0,Arlie Sweett,False,930,1,1041.0,F,192,P,Arlie,Sweett,Earth
868,0930_02,True,G/134/P,TRAPPIST-1e,15,False,0.0,0.0,0.0,0.0,0.0,Elanie Sweett,True,930,2,0.0,G,134,P,Elanie,Sweett,Earth
869,0931_01,False,F/193/P,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Therie Flynnis,True,931,1,732.0,F,193,P,Therie,Flynnis,Earth
870,0932_01,True,G/734/S,TRAPPIST-1e,29,False,0.0,0.0,0.0,0.0,0.0,Boats Pette,True,932,1,0.0,G,734,S,Boats,Pette,Mars
871,0933_01,False,C/35/P,TRAPPIST-1e,30,False,0.0,0.0,0.0,0.0,0.0,,True,933,1,14180.0,C,35,P,,,Europa
872,0933_02,False,C/35/P,TRAPPIST-1e,29,False,0.0,0.0,0.0,0.0,0.0,Astorux Fawnsive,False,933,2,4064.0,C,35,P,Astorux,Fawnsive,Europa
873,0935_01,False,F/194/P,TRAPPIST-1e,36,False,0.0,0.0,0.0,0.0,0.0,Terly Rocknight,False,935,1,901.0,F,194,P,Terly,Rocknight,Earth
874,0938_01,False,F/172/S,TRAPPIST-1e,24,False,0.0,0.0,0.0,0.0,0.0,Earlie Solinez,False,938,1,804.0,F,172,S,Earlie,Solinez,Earth
875,0938_02,False,E/68/S,TRAPPIST-1e,30,False,0.0,0.0,0.0,0.0,0.0,Walles Solinez,True,938,2,871.0,E,68,S,Walles,Solinez,Earth
876,0938_03,False,G/143/S,TRAPPIST-1e,0,False,0.0,0.0,0.0,0.0,0.0,Tiney Solinez,True,938,3,0.0,G,143,S,Tiney,Solinez,Earth
877,0939_01,True,G/135/P,TRAPPIST-1e,15,False,0.0,0.0,0.0,0.0,0.0,Eulah Peter,True,939,1,0.0,G,135,P,Eulah,Peter,Earth
878,0940_01,False,G/136/P,TRAPPIST-1e,38,False,0.0,0.0,0.0,0.0,0.0,Armen Byerton,True,940,1,809.0,G,136,P,Armen,Byerton,Earth
879,0941_01,False,F/195/P,TRAPPIST-1e,13,False,0.0,0.0,0.0,0.0,0.0,Carita Steeletters,False,941,1,1182.0,F,195,P,Carita,Steeletters,Earth
880,0942_01,False,F/196/P,TRAPPIST-1e,18,False,0.0,0.0,0.0,0.0,0.0,Triple Vloaf,False,942,1,1149.0,F,196,P,Triple,Vloaf,Mars
881,0944_01,False,G/137/P,TRAPPIST-1e,16,False,0.0,0.0,0.0,0.0,0.0,Hilley Weaverays,False,944,1,1722.0,G,137,P,Hilley,Weaverays,Earth
882,0944_02,False,G/137/P,55 Cancri e,8,False,0.0,0.0,0.0,0.0,0.0,Terrie Weaverays,False,944,2,0.0,G,137,P,Terrie,Weaverays,Earth
883,0946_01,False,F/198/P,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Verly Emenez,True,946,1,607.0,F,198,P,Verly,Emenez,Earth
884,0947_01,False,G/138/P,55 Cancri e,26,False,0.0,0.0,0.0,0.0,0.0,Lyny Frandriquez,False,947,1,675.0,G,138,P,Lyny,Frandriquez,Earth
885,0949_01,True,G/140/P,55 Cancri e,15,False,0.0,0.0,0.0,0.0,0.0,Benny Johnsby,True,949,1,0.0,G,140,P,Benny,Johnsby,Earth
886,0951_01,True,G/144/S,PSO J318.5-22,38,False,0.0,0.0,0.0,0.0,0.0,Done Lunapperts,True,951,1,0.0,G,144,S,Done,Lunapperts,Earth
887,0952_01,False,F/175/S,TRAPPIST-1e,45,False,0.0,0.0,0.0,0.0,0.0,Grios Colle,False,952,1,2260.0,F,175,S,Grios,Colle,Mars
888,0953_01,False,F/199/P,PSO J318.5-22,48,False,0.0,0.0,0.0,0.0,0.0,Erice Potters,False,953,1,668.0,F,199,P,Erice,Potters,Earth
889,0955_01,True,G/145/S,55 Cancri e,17,False,0.0,0.0,0.0,0.0,0.0,Glena Smalloney,False,955,1,0.0,G,145,S,Glena,Smalloney,Earth
890,0956_01,False,E/70/S,TRAPPIST-1e,28,False,0.0,0.0,0.0,0.0,0.0,Jimen Bartez,True,956,1,636.0,E,70,S,Jimen,Bartez,Earth
891,0957_01,True,F/201/P,TRAPPIST-1e,41,False,0.0,0.0,0.0,0.0,0.0,Waffs Hapie,True,957,1,0.0,F,201,P,Waffs,Hapie,Mars
892,0960_01,False,E/72/S,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Lorian Youngrayes,False,960,1,791.0,E,72,S,Lorian,Youngrayes,Earth
893,0961_01,False,G/141/P,55 Cancri e,14,False,0.0,0.0,0.0,0.0,0.0,Gailia Lewinez,True,961,1,893.0,G,141,P,Gailia,Lewinez,Earth
894,0964_01,True,B/36/P,TRAPPIST-1e,21,False,0.0,0.0,0.0,0.0,0.0,Alderak Platch,True,964,1,0.0,B,36,P,Alderak,Platch,Europa
895,0964_02,True,B/36/P,TRAPPIST-1e,48,False,0.0,0.0,0.0,0.0,0.0,Weidus Platch,True,964,2,0.0,B,36,P,Weidus,Platch,Europa
896,0965_01,False,F/178/S,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Wacks Depie,False,965,1,1769.0,F,178,S,Wacks,Depie,Mars
897,0966_01,False,F/179/S,TRAPPIST-1e,29,False,0.0,0.0,0.0,0.0,0.0,Duana Fulloydez,False,966,1,1544.0,F,179,S,Duana,Fulloydez,Earth
898,0968_01,False,E/53/P,TRAPPIST-1e,20,False,0.0,0.0,0.0,0.0,0.0,Tyrona Figuez,False,968,1,792.0,E,53,P,Tyrona,Figuez,Earth
899,0969_01,True,F/202/P,TRAPPIST-1e,44,False,0.0,0.0,0.0,0.0,0.0,Lar Emone,True,969,1,0.0,F,202,P,Lar,Emone,Mars
900,0970_01,True,G/142/P,TRAPPIST-1e,19,False,0.0,0.0,0.0,0.0,0.0,Tamie Blace,True,970,1,0.0,G,142,P,Tamie,Blace,Earth
901,0971_01,True,G/143/P,TRAPPIST-1e,64,False,0.0,0.0,0.0,0.0,0.0,,False,971,1,0.0,G,143,P,,,Earth
902,0972_01,False,E/54/P,TRAPPIST-1e,21,False,0.0,0.0,0.0,0.0,0.0,Glendy Humphreyes,False,972,1,1669.0,E,54,P,Glendy,Humphreyes,Earth
903,0975_01,False,E/56/P,55 Cancri e,32,False,0.0,0.0,0.0,0.0,0.0,Allena Hoppernardy,True,975,1,826.0,E,56,P,Allena,Hoppernardy,Earth
904,0976_01,True,G/146/S,TRAPPIST-1e,20,False,0.0,0.0,0.0,0.0,0.0,Tonyn Sweeton,False,976,1,0.0,G,146,S,Tonyn,Sweeton,Earth
905,0978_01,False,F/203/P,TRAPPIST-1e,24,False,0.0,0.0,0.0,0.0,0.0,Lesley Coxterez,False,978,1,40.0,F,203,P,Lesley,Coxterez,Earth
906,0979_01,False,B/40/S,TRAPPIST-1e,44,False,0.0,0.0,0.0,0.0,0.0,Gimph Fushausive,True,979,1,0.0,B,40,S,Gimph,Fushausive,Europa
907,0982_01,True,G/145/P,PSO J318.5-22,57,False,0.0,0.0,0.0,0.0,0.0,Eriky Hewson,True,982,1,0.0,G,145,P,Eriky,Hewson,Earth
908,0982_02,False,G/145/P,TRAPPIST-1e,51,False,0.0,0.0,0.0,0.0,0.0,Joyton Hewson,False,982,2,4.0,G,145,P,Joyton,Hewson,Earth
909,0983_01,True,G/149/S,55 Cancri e,34,False,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,True,983,1,0.0,G,149,S,Teremy,Wiggs,Earth
910,0984_01,False,G/150/S,TRAPPIST-1e,45,False,0.0,0.0,0.0,0.0,0.0,Wen Woodwin,False,984,1,887.0,G,150,S,Wen,Woodwin,Earth
911,0984_02,False,F/182/S,TRAPPIST-1e,24,False,0.0,0.0,0.0,0.0,0.0,,False,984,2,718.0,F,182,S,,,Earth
912,0984_03,False,G/150/S,TRAPPIST-1e,23,False,0.0,0.0,0.0,0.0,0.0,Morrie Sweekstarks,False,984,3,809.0,G,150,S,Morrie,Sweekstarks,Earth
913,0984_04,True,G/150/S,TRAPPIST-1e,30,False,0.0,0.0,0.0,0.0,0.0,Lyde Sweekstarks,True,984,4,0.0,G,150,S,Lyde,Sweekstarks,Earth
914,0984_05,False,F/182/S,55 Cancri e,20,False,0.0,0.0,0.0,0.0,0.0,Greggy Sweekstarks,False,984,5,1235.0,F,182,S,Greggy,Sweekstarks,Earth
915,0984_06,True,G/150/S,TRAPPIST-1e,22,False,0.0,0.0,0.0,0.0,0.0,Walley Sweekstarks,True,984,6,0.0,G,150,S,Walley,Sweekstarks,Earth
916,0984_07,True,G/150/S,PSO J318.5-22,27,False,0.0,0.0,0.0,0.0,0.0,Shery Flemaney,False,984,7,0.0,G,150,S,Shery,Flemaney,Earth
917,0984_08,True,G/150/S,TRAPPIST-1e,71,False,0.0,0.0,0.0,0.0,0.0,Alancy Flemaney,True,984,8,0.0,G,150,S,Alancy,Flemaney,Earth
918,0985_01,False,E/57/P,55 Cancri e,18,False,0.0,0.0,0.0,0.0,0.0,Dory Reyerson,True,985,1,722.0,E,57,P,Dory,Reyerson,Earth
919,0987_01,False,F/204/P,TRAPPIST-1e,16,False,0.0,0.0,0.0,0.0,0.0,Fayen Norrison,False,987,1,666.0,F,204,P,Fayen,Norrison,Earth
920,0988_01,False,G/151/S,TRAPPIST-1e,28,False,0.0,0.0,0.0,0.0,0.0,Lyne Bartez,False,988,1,909.0,G,151,S,Lyne,Bartez,Earth
921,0988_02,False,E/73/S,TRAPPIST-1e,36,False,0.0,0.0,0.0,0.0,0.0,Jeresa Bartez,True,988,2,989.0,E,73,S,Jeresa,Bartez,Earth
922,0989_01,False,G/146/P,TRAPPIST-1e,6,False,0.0,0.0,0.0,0.0,0.0,Kayd Moranthons,False,989,1,0.0,G,146,P,Kayd,Moranthons,Earth
923,0990_01,False,F/183/S,PSO J318.5-22,26,False,0.0,0.0,0.0,0.0,0.0,Tonia Cochrisons,False,990,1,687.0,F,183,S,Tonia,Cochrisons,Earth
924,0991_01,True,G/152/S,TRAPPIST-1e,27,False,0.0,0.0,0.0,0.0,0.0,Bethew Acobsond,False,991,1,0.0,G,152,S,Bethew,Acobsond,Earth
925,0992_01,False,D/35/S,TRAPPIST-1e,49,False,0.0,0.0,0.0,0.0,0.0,Zino Kiling,True,992,1,3077.0,D,35,S,Zino,Kiling,Europa
926,0992_02,False,D/35/S,TRAPPIST-1e,29,False,0.0,0.0,0.0,0.0,0.0,Tareson Kiling,False,992,2,12597.0,D,35,S,Tareson,Kiling,Europa
927,0992_03,False,D/35/S,55 Cancri e,46,False,0.0,0.0,0.0,0.0,0.0,Matan Herpumble,True,992,3,2966.0,D,35,S,Matan,Herpumble,Europa
928,0992_04,False,G/734/S,55 Cancri e,35,True,0.0,0.0,0.0,0.0,0.0,Naosa Herpumble,False,992,4,9766.0,G,734,S,Naosa,Herpumble,Europa
929,0992_05,True,D/35/S,55 Cancri e,17,False,0.0,0.0,0.0,0.0,0.0,Sinon Kiling,True,992,5,0.0,D,35,S,Sinon,Kiling,Europa
930,0992_06,False,D/35/S,55 Cancri e,37,False,0.0,0.0,0.0,0.0,0.0,Weidus Kiling,False,992,6,6931.0,D,35,S,Weidus,Kiling,Europa
931,0993_01,False,F/184/S,55 Cancri e,24,False,0.0,0.0,0.0,0.0,0.0,Juanie Miltongson,False,993,1,701.0,F,184,S,Juanie,Miltongson,Earth
932,0994_01,True,G/153/S,TRAPPIST-1e,47,False,0.0,0.0,0.0,0.0,0.0,Ellene Wartyson,False,994,1,0.0,G,153,S,Ellene,Wartyson,Earth
933,0994_02,False,F/185/S,TRAPPIST-1e,26,False,0.0,0.0,0.0,0.0,0.0,Dell Wartyson,False,994,2,866.0,F,185,S,Dell,Wartyson,Earth
934,0995_01,True,C/36/P,55 Cancri e,46,False,0.0,0.0,0.0,0.0,0.0,Chabik Barmant,True,995,1,0.0,C,36,P,Chabik,Barmant,Europa
935,0997_01,False,F/186/S,TRAPPIST-1e,27,False,0.0,0.0,0.0,0.0,0.0,Berios Shpie,False,997,1,1157.0,F,186,S,Berios,Shpie,Mars
936,0998_01,False,C/37/P,TRAPPIST-1e,56,False,0.0,0.0,0.0,0.0,0.0,Muonin Suptibler,True,998,1,7735.0,C,37,P,Muonin,Suptibler,Europa
937,1000_01,False,D/39/P,TRAPPIST-1e,18,False,0.0,0.0,0.0,0.0,0.0,Alus Harte,False,1000,1,917.0,D,39,P,Alus,Harte,Mars
938,1001_01,True,G/154/S,TRAPPIST-1e,15,False,0.0,0.0,0.0,0.0,0.0,Nadie Llonovancis,False,1001,1,0.0,G,154,S,Nadie,Llonovancis,Earth
939,1002_01,False,F/187/S,55 Cancri e,3,False,0.0,0.0,0.0,0.0,0.0,Caish Leste,True,1002,1,0.0,F,187,S,Caish,Leste,Mars
940,1002_02,False,F/187/S,TRAPPIST-1e,42,False,0.0,0.0,0.0,0.0,0.0,Bun Leste,False,1002,2,1768.0,F,187,S,Bun,Leste,Mars
941,1002_03,True,F/187/S,TRAPPIST-1e,1,False,0.0,0.0,0.0,0.0,0.0,Spuffs Leste,True,1002,3,0.0,F,187,S,Spuffs,Leste,Mars
942,1004_01,True,A/11/S,55 Cancri e,56,False,0.0,0.0,0.0,0.0,0.0,Aldun Wassird,True,1004,1,0.0,A,11,S,Aldun,Wassird,Europa
943,1005_01,False,G/156/S,TRAPPIST-1e,20,False,0.0,0.0,0.0,0.0,0.0,Coreee Juartis,False,1005,1,786.0,G,156,S,Coreee,Juartis,Earth
944,1006_01,False,E/74/S,TRAPPIST-1e,21,False,0.0,0.0,0.0,0.0,0.0,Velyne Summington,False,1006,1,791.0,E,74,S,Velyne,Summington,Earth
945,1006_02,True,E/74/S,TRAPPIST-1e,5,False,0.0,0.0,0.0,0.0,0.0,Stany Summington,True,1006,2,0.0,E,74,S,Stany,Summington,Earth
